"";"comuna";"cut_comuna";"año";"variable";"cifra"
"1371";"CORONEL";"8102";2019;"Porcentaje de personas potencialmente expuestas a niveles de ruido diurno inaceptables (Ld > 65 dBA OCDE)";4,38
"1372";"CORONEL";"8102";2019;"Porcentaje de personas potencialmente expuestas a niveles de ruido nocturno inaceptables (Ln > 55 dBA OCDE)";10,55
"1373";"CORONEL";"8102";2019;"Porcentaje de población atendida por el sistema de parques públicos";86,63
"1374";"CORONEL";"8102";2019;"Porcentaje de población atendida por el sistema de plazas públicas";81,12
"1375";"CORONEL";"8102";2018;"Porcentaje de población atendida por la red de ciclovías";57,35
"1376";"CORONEL";"8102";2018;"Porcentaje de población expuesta a inundación por tsunami";8,86
"1377";"CORONEL";"8102";2022;"Porcentaje de residuos municipales valorizados";0,347443230897094
"1378";"CORONEL";"8102";2018;"Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables";37,5
"1379";"CORONEL";"8102";2021;"Porcentaje de viajes originados  inferiores a 5 kilómetros";71,8973264768018
"1380";"CORONEL";"8102";2018;"Porcentaje de viviendas con situación de allegamiento externo";0,75
"1381";"CORONEL";"8102";2018;"Porcentaje de viviendas en situación de hacinamiento";7,13
"1382";"CORONEL";"8102";2018;"Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos";16,19
"1383";"CORONEL";"8102";2022;"Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales";0,0761274741429096
"1384";"CORONEL";"8102";2019;"Porcentaje de zonas típicas con lineamientos de intervención aprobados";0
"1385";"CORONEL";"8102";2019;"Porcentaje de zonas típicas con lineamientos de intervención en desarrollo";0
"1386";"CORONEL";"8102";2019;"Promedio de intersecciones relevantes cada 1,44 km²";12,71
"1387";"CORONEL";"8102";2019;"Proporción de viajes con una duración mayor o igual a 45 minutos";19,09
"1388";"CORONEL";"8102";2019;"Proporción de viajes de estudio y trabajo con una duración mayor o igual a 45 minutos";23,49
"1389";"CORONEL";"8102";2019;"Proporción de viajes totales en transporte privado con una duración mayor o igual a 45 minutos";15,94
"1390";"CORONEL";"8102";2019;"Proporción de viajes totales en transporte público con una duración mayor o igual a 45 minutos";30,45
"1391";"CORONEL";"8102";2020;"Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica";1,17
"1392";"CORONEL";"8102";2019;"Relación entre el tiempo de viaje en hora punta respecto del tiempo de viaje fuera de hora punta";1
"1393";"CORONEL";"8102";2018;"Requerimiento de viviendas nuevas urbanas";1219
"1394";"CORONEL";"8102";2018;"Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros)";1,19
"1395";"CORONEL";"8102";2018;"Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros)";3,93
"1396";"CORONEL";"8102";2018;"Superficie de áreas verdes públicas por habitante";4,23
"1397";"CORONEL";"8102";2021;"Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares";758,305840806654
"1398";"CORONEL";"8102";2021;"Tasa de conexiones residenciales fijas de internet por cada 100 habitantes";25,7549574288442
"1399";"CORONEL";"8102";2022;"Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes";108,454426399203
"1400";"CORONEL";"8102";2022;"Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes";72,3029509328022
"1401";"CORONEL";"8102";2022;"Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes";83,90906453156
"1402";"CORONEL";"8102";2018;"Índice de segregación de la población vulnerable";0,364123663590223
"1403";"COYHAIQUE";"11101";2019;"Cantidad de luminarias cada 50 metros lineales de red vial";0
"1404";"COYHAIQUE";"11101";2019;"Cantidad de residuos eliminados con disposición final per cápita";1,30130454778665
"1405";"COYHAIQUE";"11101";2021;"Consumo de energía eléctrica per cápita no residencial";527,449882919214
"1406";"COYHAIQUE";"11101";2021;"Consumo de energía eléctrica per cápita residencial";880,106689866008
"1407";"COYHAIQUE";"11101";2022;"Densidad de hogares en campamentos";54,0425531914894
"1408";"COYHAIQUE";"11101";2018;"Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos";0,01
"1409";"COYHAIQUE";"11101";2020;"Distancia a centros de salud primaria";1101,93
"1410";"COYHAIQUE";"11101";2020;"Distancia a establecimientos de educación básica";495,5
"1411";"COYHAIQUE";"11101";2020;"Distancia a establecimientos de educación inicial";391,4
"1412";"COYHAIQUE";"11101";2018;"Distancia a paraderos de transporte público mayor";1966
"1413";"COYHAIQUE";"11101";2019;"Distancia a parques públicos";1112,84443
"1414";"COYHAIQUE";"11101";2019;"Distancia a plazas públicas";219,119122
"1415";"COYHAIQUE";"11101";2018;"Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros";2307
"1416";"COYHAIQUE";"11101";2022;"Indisponibilidad de suministro eléctrico - indicador SAIDI anual";15,0943551
"1417";"COYHAIQUE";"11101";2021;"Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes";396,773773903994
"1418";"COYHAIQUE";"11101";2021;"Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes";4,87836607259009
"1419";"COYHAIQUE";"11101";2022;"Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias)";54,9997699950789
"1420";"COYHAIQUE";"11101";2020;"Porcentaje de  la superficie cubierta por vegetación total";39,3
"1421";"COYHAIQUE";"11101";2022;"Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios";0,230542743539727
"1422";"COYHAIQUE";"11101";2021;"Porcentaje de cobertura de la red de ciclovía sobre la red vial";1,01
"1423";"COYHAIQUE";"11101";2018;"Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF";8,5
"1424";"COYHAIQUE";"11101";2019;"Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante";16,47
"1425";"COYHAIQUE";"11101";2019;"Porcentaje de la población en situación de pobreza multidimensional";18,12
"1426";"COYHAIQUE";"11101";2019;"Porcentaje de la población en situación de pobreza por ingresos";2,78
"1427";"COYHAIQUE";"11101";2020;"Porcentaje de la superficie cubierta por vegetación densa";4,36
"1428";"COYHAIQUE";"11101";2022;"Porcentaje de la superficie de campamentos respecto del área urbana";0,176891230711329
"1429";"COYHAIQUE";"11101";2018;"Porcentaje de manzanas con veredas con buena calidad de pavimento";41,74
"1430";"COYHAIQUE";"11101";2022;"Porcentaje de participación en las elecciones municipales por comuna";36,3200501576647
"1431";"COYHAIQUE";"11101";2019;"Porcentaje de población atendida por el sistema de parques públicos";100
"1432";"COYHAIQUE";"11101";2019;"Porcentaje de población atendida por el sistema de plazas públicas";88,67
"1433";"COYHAIQUE";"11101";2019;"Porcentaje de residuos municipales valorizados";0
"1434";"COYHAIQUE";"11101";2018;"Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables";66,6666666666667
"1435";"COYHAIQUE";"11101";2018;"Porcentaje de viviendas con situación de allegamiento externo";0,46
"1436";"COYHAIQUE";"11101";2018;"Porcentaje de viviendas en situación de hacinamiento";7,91
"1437";"COYHAIQUE";"11101";2018;"Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos";15,04
"1438";"COYHAIQUE";"11101";2022;"Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales";0,512794476035743
"1439";"COYHAIQUE";"11101";2019;"Promedio de intersecciones relevantes cada 1,44 km²";17,86
"1440";"COYHAIQUE";"11101";2020;"Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica";1,62
"1441";"COYHAIQUE";"11101";2018;"Requerimiento de viviendas nuevas urbanas";690
"1442";"COYHAIQUE";"11101";2018;"Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros)";1,89
"1443";"COYHAIQUE";"11101";2018;"Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros)";5,92
"1444";"COYHAIQUE";"11101";2018;"Superficie de áreas verdes públicas por habitante";7,06
"1445";"COYHAIQUE";"11101";2021;"Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares";628,070355366391
"1446";"COYHAIQUE";"11101";2021;"Tasa de conexiones residenciales fijas de internet por cada 100 habitantes";19,9167425523611
"1447";"COYHAIQUE";"11101";2022;"Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes";87,9993517543149
"1448";"COYHAIQUE";"11101";2022;"Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes";66,2831213029738
"1449";"COYHAIQUE";"11101";2022;"Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes";49,5907949112714
"1450";"COYHAIQUE";"11101";2018;"Índice de segregación de la población vulnerable";0,301906225087062
"1451";"CURICÓ";"7301";2018;"Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes";14,42
"1452";"CURICÓ";"7301";2019;"Cantidad de luminarias cada 50 metros lineales de red vial";0,93
"1453";"CURICÓ";"7301";2022;"Cantidad de residuos eliminados con disposición final per cápita";1,14294181565116
"1454";"CURICÓ";"7301";2021;"Consumo de energía eléctrica per cápita no residencial";586,944382439354
"1455";"CURICÓ";"7301";2021;"Consumo de energía eléctrica per cápita residencial";838,872759521468
"1456";"CURICÓ";"7301";2022;"Densidad de hogares en campamentos";100
"1457";"CURICÓ";"7301";2018;"Densidad de oferta planificada de transporte público menor en periodo punta mañana, por persona";3,59
"1458";"CURICÓ";"7301";2018;"Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos";0,11
"1459";"CURICÓ";"7301";2020;"Distancia a centros de salud primaria";1279,06
"1460";"CURICÓ";"7301";2020;"Distancia a establecimientos de educación básica";680,37
"1461";"CURICÓ";"7301";2020;"Distancia a establecimientos de educación inicial";435,94
"1462";"CURICÓ";"7301";2019;"Distancia a parques públicos";2057,545026
"1463";"CURICÓ";"7301";2019;"Distancia a plazas públicas";266,849762
"1464";"CURICÓ";"7301";2018;"Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros";1747
"1465";"CURICÓ";"7301";2022;"Indisponibilidad de suministro eléctrico - indicador SAIDI anual";12,04371357
"1466";"CURICÓ";"7301";2019;"Monto total per cápita, en pesos, de fondos entregados por el municipio a la comunidad vía proyectos concursables para el mejoramiento urbano";0
"1467";"CURICÓ";"7301";2019;"Número de microbasurales por cada 10.000 habitantes";0,87
"1468";"CURICÓ";"7301";2021;"Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes";444,023480154684
"1469";"CURICÓ";"7301";2021;"Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes";7,84280603534089
"1470";"CURICÓ";"7301";2022;"Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias)";41,3979904834689
"1471";"CURICÓ";"7301";2020;"Población estimada de migrantes internacionales por comuna";11746
"1472";"CURICÓ";"7301";2020;"Porcentaje de  la superficie cubierta por vegetación total";38,82
"1473";"CURICÓ";"7301";2022;"Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios";0,342312410779348
"1474";"CURICÓ";"7301";2021;"Porcentaje de cobertura de la red de ciclovía sobre la red vial";5,55
"1475";"CURICÓ";"7301";2018;"Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF";5,26
"1476";"CURICÓ";"7301";2019;"Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante";2,64
"1477";"CURICÓ";"7301";2019;"Porcentaje de la población en situación de pobreza multidimensional";15,17
"1478";"CURICÓ";"7301";2019;"Porcentaje de la población en situación de pobreza por ingresos";9,85
"1479";"CURICÓ";"7301";2020;"Porcentaje de la superficie cubierta por vegetación densa";2,76
"1480";"CURICÓ";"7301";2022;"Porcentaje de la superficie de campamentos respecto del área urbana";0,00355241589655365
"1481";"CURICÓ";"7301";2018;"Porcentaje de manzanas con veredas con buena calidad de pavimento";42,97
"1482";"CURICÓ";"7301";2022;"Porcentaje de participación en las elecciones municipales por comuna";40,1069518716578
"1483";"CURICÓ";"7301";2019;"Porcentaje de población atendida por el sistema de parques públicos";80,47
"1484";"CURICÓ";"7301";2019;"Porcentaje de población atendida por el sistema de plazas públicas";84,23
"1485";"CURICÓ";"7301";2018;"Porcentaje de población atendida por la red de ciclovías";62,58
"1486";"CURICÓ";"7301";2022;"Porcentaje de residuos municipales valorizados";0,968447887230215
"1487";"CURICÓ";"7301";2018;"Porcentaje de viviendas con situación de allegamiento externo";1,39
"1488";"CURICÓ";"7301";2018;"Porcentaje de viviendas en situación de hacinamiento";6,6
"1489";"CURICÓ";"7301";2018;"Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos";12,88
"1490";"CURICÓ";"7301";2022;"Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales";0,347089947089947
"1491";"CURICÓ";"7301";2019;"Porcentaje de zonas típicas con lineamientos de intervención aprobados";0
"1492";"CURICÓ";"7301";2019;"Porcentaje de zonas típicas con lineamientos de intervención en desarrollo";0
"1493";"CURICÓ";"7301";2019;"Promedio de intersecciones relevantes cada 1,44 km²";14,5
"1494";"CURICÓ";"7301";2020;"Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica";1,45
"1495";"CURICÓ";"7301";2018;"Requerimiento de viviendas nuevas urbanas";1923
"1496";"CURICÓ";"7301";2018;"Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros)";5,64
"1497";"CURICÓ";"7301";2018;"Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros)";4,68
"1498";"CURICÓ";"7301";2018;"Superficie de áreas verdes públicas por habitante";8,22
"1499";"CURICÓ";"7301";2021;"Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares";730,047262777214
"1500";"CURICÓ";"7301";2021;"Tasa de conexiones residenciales fijas de internet por cada 100 habitantes";23,0174291281816
"1501";"CURICÓ";"7301";2022;"Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes";190,287696875037
